Altium Designer Pick and Place Locations

========================================================================================================================
File Design Information:

Date:       22.05.25
Time:       21:12
Revision:   Not in VersionControl
Variant:    Standard
Units used: mm

Designator Comment                                                              Layer       Footprint                             Center-X(mm) Center-Y(mm) Rotation Description                                                                                             "Manufacturer 1"                           "Manufacturer 1 Prt. Nr." "Manufacturer 2"            "Manufacturer 2 Prt. Nr." 
D56        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.4725     162.9540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D55        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.5975     159.2540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D54        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.3975     159.2540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D53        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.4975     162.9540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D52        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              223.7975     163.4540     270      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D51        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              211.8975     161.0540     270      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D50        BAT54GWJ                                                             BottomLayer SOD123                                199.1866     151.9557     315      "Schottky Diode 30V, 200mA"                                                                             Nexperia                                   BAT54GWJ                  onsemi                      BAT54T1G                  
D49        BAT54GWJ                                                             BottomLayer SOD123                                200.4594     153.2285     315      "Schottky Diode 30V, 200mA"                                                                             Nexperia                                   BAT54GWJ                  onsemi                      BAT54T1G                  
D48        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              211.8975     176.0540     90       "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D47        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              213.2975     177.9540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D46        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              215.1225     174.2540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D45        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              215.0975     177.9540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D44        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              216.8975     177.9540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D43        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              216.8975     174.2540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D42        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              218.6975     174.2540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D41        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              218.6975     177.9540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D40        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.4725     177.9540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D39        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.4975     174.2540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D38        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.2975     174.2540     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D37        BAT54GWJ                                                             TopLayer    SOD123                                198.1975     179.2540     180      "Schottky Diode 30V, 200mA"                                                                             Nexperia                                   BAT54GWJ                  onsemi                      BAT54T1G                  
D36        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.3975     177.9540     0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D35        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              223.9975     177.9540     90       "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D31        LTST-S270TBKT                                                        TopLayer    LED-0603_Sideview                     0.9000       33.7000      90       "BLUE  0603 Light Emitting Diode"                                                                       lite-On                                    LTST-S270TBKT             ""                          ""                        
D30        LTST-S270KGKT                                                        TopLayer    LED-0603_Sideview                     0.9000       28.7000      90       "GREEN  0603 Light Emitting Diode"                                                                      lite-On                                    LTST-S270KGKT             ""                          ""                        
D29        LTST-S270KRKT                                                        TopLayer    LED-0603_Sideview                     0.9000       23.7000      90       "RED  0603 Light Emitting Diode"                                                                        lite-On                                    LTST-S270KRKT             ""                          ""                        
D28        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              214.3336     60.0485      270      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D27        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.1336     63.0485      270      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D26        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.1336     61.2485      90       "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D25        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              223.8500     36.8000      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D24        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              225.6000     36.8000      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D23        CESDP0402UC5VB                                                       TopLayer    TVS_0402                              215.4500     51.5500      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D22        CESDP0402UC5VB                                                       TopLayer    TVS_0402                              227.7500     38.9500      90       "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D21        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     104.5000     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D20        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     102.3000     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D19        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     105.6000     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D18        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     106.7000     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D17        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     99.0000      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D16        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              217.4000     100.1000     180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D15        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              213.2975     81.9539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D14        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              214.9975     78.2539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D13        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              215.0975     81.9539      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D12        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              216.8975     81.9539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D11        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              216.7975     78.2539      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D10        CESDP0402UC5VB                                                       BottomLayer TVS_0402                              218.5975     78.2539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D9         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              218.6975     81.9539      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D8         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.4725     81.9539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D7         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              220.3975     78.2539      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D6         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.0975     78.2539      180      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D5         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              222.3975     81.9539      0        "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D4         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              223.8975     82.4539      270      "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D3         CESDP0402UC5VB                                                       BottomLayer TVS_0402                              211.9975     80.8289      90       "Low Capacitance ESD Protection Diode 0402"                                                             CREATEK                                    CESDP0402UC5VB            BORN                        BPESD0402-05ST            
D2         LTST-S270KRKT                                                        TopLayer    LED-0603_Sideview                     228.3000     117.2000     270      "RED  0603 Light Emitting Diode"                                                                        lite-On                                    LTST-S270KRKT             ""                          ""                        
D1         LTST-S270KGKT                                                        TopLayer    LED-0603_Sideview                     228.3000     121.0000     270      "GREEN  0603 Light Emitting Diode"                                                                      lite-On                                    LTST-S270KGKT             ""                          ""                        
C382       "220nF 50V"                                                          TopLayer    CAP_0603                              88.0350      239.4250     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.22 uF 50 VDC 10% 0603 X7R"                              "Murata Electronics"                       GRJ188R71H224KE11D        TDK                         CGA3E3X7R1H224K080AE      
C381       "47µF 10V"                                                           BottomLayer CAP_1210                              80.2500      229.2500     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 47 uF 10 VDC 10% 1210 X7R"                                "Murata Electronics"                       GRM32ER71A476KE15L        KEMET                       C1210C106K8RACTU          
C281       "330µF 25V"                                                          TopLayer    WCAP-PTG5_D10H12.5                    110.3180     221.4500     135      "Organische Polymer-Aluminiumkondensatoren 330uF 25 Volts 20% AEC-Q200"                                 "Würth Elektronik"                         870025575009              ""                          ""                        
C279       "1µF 50V"                                                            TopLayer    CAP_0805                              111.4054     234.5916     225      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0805 50VDC"                                               "Samsung Electro-Mechanics"                CL21B105KBFNNNG           "Taiyo Yuden"               UMK212BJ105KGHT           
C274       "1µF 35V"                                                            BottomLayer CAP_0402_L                            106.5000     80.0000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C272       "1µF 35V"                                                            BottomLayer CAP_0402_L                            107.5000     77.0000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C271       "1µF 35V"                                                            BottomLayer CAP_0402_L                            102.0000     82.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C269       "1µF 35V"                                                            BottomLayer CAP_0402_L                            107.0000     90.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C263       "1µF 35V"                                                            BottomLayer CAP_0402_L                            105.0000     95.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C262       "10µF 6.3V"                                                          BottomLayer CAP_0603_L                            100.1000     100.5000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 6.3VDC"                                              "Murata Electronics"                       GRM188R60J106ME84J        "Taiyo Yuden"               JMK107ABJ106MA-T          
C261       "10µF 6.3V"                                                          BottomLayer CAP_0603_L                            101.7000     93.8000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 6.3VDC"                                              "Murata Electronics"                       GRM188R60J106ME84J        "Taiyo Yuden"               JMK107ABJ106MA-T          
C257       "1µF 35V"                                                            BottomLayer CAP_0402_L                            105.0000     101.5000     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C256       "1µF 35V"                                                            BottomLayer CAP_0402_L                            103.0000     92.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C255       "1µF 35V"                                                            BottomLayer CAP_0402_L                            105.0000     91.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C254       "1µF 35V"                                                            BottomLayer CAP_0402_L                            115.7000     84.0000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C253       "100µF 6.3V"                                                         BottomLayer CAP_1210                              99.6000      78.6000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1210 6.3VDC"                                              "Samsung Electro-Mechanics"                CL32A107MQVNNWE           "Taiyo Yuden"               JMK325ABJ107MMHP          
C251       "1µF 35V"                                                            BottomLayer CAP_0402_L                            107.0000     94.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C248       "1µF 35V"                                                            BottomLayer CAP_0402_L                            103.0000     100.5000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C247       "1µF 35V"                                                            BottomLayer CAP_0402_L                            103.0000     96.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C245       "1µF 35V"                                                            BottomLayer CAP_0402_L                            117.5000     77.0000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C244       "1µF 35V"                                                            BottomLayer CAP_0402_L                            124.5000     86.1000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C243       "1µF 35V"                                                            BottomLayer CAP_0402_L                            122.2000     103.1000     135      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C242       "1µF 35V"                                                            BottomLayer CAP_0402_L                            108.0000     100.5000     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C241       "1µF 35V"                                                            BottomLayer CAP_0402_L                            107.0000     92.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C240       "10µF 6.3V"                                                          BottomLayer CAP_0603_L                            107.7000     104.9000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 6.3VDC"                                              "Murata Electronics"                       GRM188R60J106ME84J        "Taiyo Yuden"               JMK107ABJ106MA-T          
C238       "1µF 35V"                                                            BottomLayer CAP_0402_L                            105.0000     99.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C236       "1µF 35V"                                                            BottomLayer CAP_0402_L                            128.0000     97.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C235       "100µF 6.3V"                                                         BottomLayer CAP_1210                              130.7000     92.3000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1210 6.3VDC"                                              "Samsung Electro-Mechanics"                CL32A107MQVNNWE           "Taiyo Yuden"               JMK325ABJ107MMHP          
C234       "1µF 35V"                                                            BottomLayer CAP_0402_L                            108.5000     92.0000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C233       "1µF 35V"                                                            BottomLayer CAP_0402_L                            110.0000     88.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C232       "1µF 35V"                                                            BottomLayer CAP_0402_L                            113.0000     87.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C228       "1µF 35V"                                                            BottomLayer CAP_0402_L                            111.0000     90.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C227       "1µF 35V"                                                            BottomLayer CAP_0402_L                            123.6000     82.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C226       "1µF 35V"                                                            BottomLayer CAP_0402_L                            107.0000     88.0000      135      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C225       "1µF 35V"                                                            BottomLayer CAP_0402_L                            125.0000     93.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C224       "1µF 35V"                                                            BottomLayer CAP_0402_L                            115.0000     86.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C220       "1µF 35V"                                                            BottomLayer CAP_0402_L                            116.0000     90.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C218       "1µF 35V"                                                            BottomLayer CAP_0402_L                            112.5000     103.0000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C217       "1µF 35V"                                                            BottomLayer CAP_0402_L                            109.0000     101.5000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C216       "1µF 35V"                                                            BottomLayer CAP_0402_L                            112.0000     91.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C215       "1µF 35V"                                                            BottomLayer CAP_0402_L                            111.5000     88.0000      90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C214       "1µF 35V"                                                            BottomLayer CAP_0402_L                            112.0000     89.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C209       "1µF 35V"                                                            BottomLayer CAP_0402_L                            114.0000     93.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C208       "1µF 35V"                                                            BottomLayer CAP_0402_L                            128.1000     87.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C207       "100µF 6.3V"                                                         BottomLayer CAP_1210                              127.9000     106.6000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1210 6.3VDC"                                              "Samsung Electro-Mechanics"                CL32A107MQVNNWE           "Taiyo Yuden"               JMK325ABJ107MMHP          
C206       "1µF 35V"                                                            BottomLayer CAP_0402_L                            116.6000     101.1000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C204       "1µF 35V"                                                            BottomLayer CAP_0402_L                            114.0000     90.5000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C203       "10µF 6.3V"                                                          BottomLayer CAP_0603_L                            113.8000     88.5000      270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 6.3VDC"                                              "Murata Electronics"                       GRM188R60J106ME84J        "Taiyo Yuden"               JMK107ABJ106MA-T          
C200       "1µF 35V"                                                            BottomLayer CAP_0402_L                            115.9000     91.5000      0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 35VDC"                                               "Kyocera Electronic Components"            CM05X5R105K35AH           TDK                         C1005X5R1V105K050BC       
C199       "100nF 50V"                                                          TopLayer    CAP_0402_L                            69.4000      110.4000     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C198       "100nF 50V"                                                          TopLayer    CAP_0402_L                            66.2000      128.2000     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C197       "100nF 50V"                                                          TopLayer    CAP_0402_L                            95.0000      75.7000      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C196       OPT                                                                  TopLayer    CAP_0402_L                            66.2000      118.7000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 Optional Placeholder"                                ""                                         ""                        ""                          ""                        
C195       "100nF 50V"                                                          TopLayer    CAP_0402_L                            68.6000      116.2000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C194       "100nF 50V"                                                          TopLayer    CAP_0402_L                            64.3000      116.2000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C193       OPT                                                                  TopLayer    CAP_0402_L                            66.2000      122.5000     0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 Optional Placeholder"                                ""                                         ""                        ""                          ""                        
C192       "100nF 50V"                                                          TopLayer    CAP_0402_L                            57.6000      114.7000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C191       "100nF 50V"                                                          TopLayer    CAP_0402_L                            57.3000      123.1000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C190       "100nF 50V"                                                          TopLayer    CAP_0402_L                            56.8000      114.7000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C189       "100nF 50V"                                                          TopLayer    CAP_0402_L                            58.1000      123.1000     90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C188       "100nF 50V"                                                          TopLayer    CAP_0402_L                            61.0000      123.1000     270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
C187       "100nF 50V"                                                          TopLayer    CAP_0402_L                            63.1000      119.0000     180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 50VDC"                                               "Murata Electronics"                       GCM155L8EH104KE07D        TDK                         UMK105B7104KV-FR          
